timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1666133592592,3576,HTTP Request,200,OK,500T voteCandidates 1-1,text,true,,261,253,180,180,http://localhost:9999/voteCandidate,3576,0,2048
1666133592610,3562,HTTP Request,200,OK,500T voteCandidates 1-2,text,true,,261,253,179,179,http://localhost:9999/voteCandidate,3562,0,2036
1666133592626,3557,HTTP Request,200,OK,500T voteCandidates 1-3,text,true,,261,253,179,179,http://localhost:9999/voteCandidate,3557,0,2036
1666133592641,3558,HTTP Request,200,OK,500T voteCandidates 1-4,text,true,,261,253,179,179,http://localhost:9999/voteCandidate,3558,0,2037
1666133592674,3557,HTTP Request,200,OK,500T voteCandidates 1-5,text,true,,261,253,179,179,http://localhost:9999/voteCandidate,3557,0,2036
1666133592706,3540,HTTP Request,200,OK,500T voteCandidates 1-7,text,true,,261,253,179,179,http://localhost:9999/voteCandidate,3540,0,2019
1666133592690,3560,HTTP Request,200,OK,500T voteCandidates 1-6,text,true,,261,253,178,178,http://localhost:9999/voteCandidate,3560,0,2035
1666133592722,3555,HTTP Request,200,OK,500T voteCandidates 1-8,text,true,,261,253,178,178,http://localhost:9999/voteCandidate,3555,0,2035
1666133592753,3554,HTTP Request,200,OK,500T voteCandidates 1-9,text,true,,261,253,179,179,http://localhost:9999/voteCandidate,3554,0,2035
1666133593081,3560,HTTP Request,200,OK,500T voteCandidates 1-26,text,true,,261,253,195,195,http://localhost:9999/voteCandidate,3560,0,2039
1666133593099,3559,HTTP Request,200,OK,500T voteCandidates 1-27,text,true,,261,253,194,194,http://localhost:9999/voteCandidate,3559,0,2037
1666133593120,3549,HTTP Request,200,OK,500T voteCandidates 1-28,text,true,,261,253,194,194,http://localhost:9999/voteCandidate,3549,0,2031
1666133593140,3549,HTTP Request,200,OK,500T voteCandidates 1-29,text,true,,261,253,194,194,http://localhost:9999/voteCandidate,3549,0,2027
1666133593159,3545,HTTP Request,200,OK,500T voteCandidates 1-30,text,true,,261,253,194,194,http://localhost:9999/voteCandidate,3545,0,2024
1666133593179,3558,HTTP Request,200,OK,500T voteCandidates 1-31,text,true,,261,253,194,194,http://localhost:9999/voteCandidate,3558,0,2036
1666133593219,3534,HTTP Request,200,OK,500T voteCandidates 1-33,text,true,,261,253,194,194,http://localhost:9999/voteCandidate,3534,0,2012
1666133593199,3559,HTTP Request,200,OK,500T voteCandidates 1-32,text,true,,261,253,193,193,http://localhost:9999/voteCandidate,3559,0,2032
